"title","message","url","published_at","valid_from","valid_to","location_label","category"
"Karlovka bojuje","KDH v Karlovej Vsi prepadlo. Mestská časť musí riešiť tlak developerov. V Karlovej Vsi už pár mesiacov vládne starostka Iveta Hanulíková (Smer) sama. Bez zástupcu ostala po odchode Petry Nagyovej-Džerengovej (Most-Híd) na magistrát, kde je námestníčkou primátora. Hoci sa starostka po vlaňajších voľbách nevymenila, do mestskej časti prišli noví poslanci. Silné KDH, ktoré malo v minulom zastupiteľstve väčšinu a sporilo sa so starostkou, vo voľbách prepadlo. Do zastupiteľstva sa dostala len jedna poslankyňa. Napriek tomu má väčšinu pravica, najmä SDKÚ. V predchádzajúcich voľbách vyhrala Hanulíková s heslom Stop zahusťovaniu, teraz zvíťazila s programom 7x7 pre Karlovu Ves a Dlhé diely. Sľúbila v ňom napríklad elektronizáciu úradu. Internetová stránka sa síce zmenila, no sľubované elektronické hlasovanie poslancov ostalo len na papieri. Obyvatelia aj poslanci sa tiež sťažujú na chýbajúce informácie na webe a úradnej tabuli. Mestská časť sa tento rok, tak ako aj vlani, najviac búri proti výstavbe. K spornej stavbe v Karloveskej zátoke sa pridala aj výstavba na chránenej lúke nad Dlhými dielmi. Za oboma projektmi stojí J&T Real Estate a obe sú spojené s masovými protestmi obyvateľov a petíciami. Či uspejú, je nejasné.","http://bratislava.sme.sk/c/6173556/karlovka-bojuje.html","9.12.2011",,,"Karlova Ves","Správy"
"Úpravy námestia na Dlhých dieloch dokončujú","Na čiastočnú rekonštrukcii Námestia Pribišova – Ľ. Fullu získala Karlova Ves nenávratný príspevok. S prácami na čiastočnej rekonštrukcii Námestia Pribišova – Ľ. Fullu v  Karlovej Vsi finišujú. Na rekonštrukciu časti námestia získala mestská časť nenávratný finančný príspevok 537 479,61 eur. Karlova Ves sa na financovaní projektu podieľa piatimi percentami zo schválenej sumy. Ako informoval prednosta karloveského miestneho úradu Rastislav Velček, mestská časť bola úspešná so svojím projektom aj napriek tomu, že Bratislava je vyňatá takmer zo všetkých možností čerpania eurofondov. Práce na projekte sa začali v marci tohto roka, v súčasnosti je regenerácia centrálnej zóny Dlhých dielov takmer na konci, potrebné je ešte dokončiť fontánu. Projekt zahŕňa vybudovanie detského ihriska, spevnenie plôch, vybudovanie prvkov pre bezbariérový prístup do obchodov ako aj výstavbu fontány.","http://bratislava.sme.sk/c/6132662/upravy-namestia-na-dlhych-dieloch-dokoncuju.html","9.11.2011",,,"Karlova Ves","Správy"
"V Karlovej Vsi sa zrazilo auto s električkou","Vodiča auta, ktorý nezvládol riadenie svojho vozidla, previezli do nemocnice. Na električkovej trati na Karloveskej ulici v Bratislave sa dnes zrazila električka číslo 12 so Škodou Fabia. Vodiča auta previezli so zraneniami do nemocnice, vodička električky ani ostatní cestujúci zranení neboli. Škody na oboch dopravných prostriedkoch sú spolu 53.000 eur. TASR o tom dnes informoval bratislavský krajský policajný hovorca František Peczár. ""K nehode malo dôjsť o 13.20 h. Okrem vodiča Fabie sa nikto nezranil. Ani u neho, ani u vodičky električky nebol nameraný alkohol,"" priblížil Peczár. Vodič Fabie sa podľa hovorkyne Dopravného podniku Bratislava Agáty Stanekovej pokúšal predbiehať auto idúce pred ním, no nezvládol to a vynieslo ho na koľaj, kde sa zrazil s električkou. Škoda na aute je 3000 eur, na električke 50.000 eur. Udalosť sa vyšetruje ako dopravná nehoda.","http://bratislava.sme.sk/c/6118731/v-karlovej-vsi-sa-zrazilo-auto-s-elektrickou.html","29.10.2011",,,"Karlova Ves","Správy"
"Karloveskí poslanci sú za trojpodlažnú lodenicu z betónu","Nová lodenica by mala podľa uznesenia poslancov stáť do 664-tisíc eur s DPH. Nová budova lodenice v bratislavskej Karloveskej zátoke by mala mať tri podlažia, postavená by mala byť z betónu. Poslanci bratislavskej mestskej časti Karlova Ves sa na utorkovom zasadnutí zastupiteľstva priklonili k tomuto variantu. Vybrať si mohli medzi návrhom montovanej alebo betónovej budovy. Nová lodenica by mala podľa uznesenia poslancov stáť do 664-tisíc eur s DPH. Agentúru SITA o tom informoval prednosta karloveského miestneho úradu Rastislav Velček. Karloveskí poslanci zároveň prijali rozhodnutie, že zatiaľ nebudú do budovy starej lodenice investovať. Stará lodenica sa nateraz nemá rekonštruovať, jej pôvodnú funkciu zachovajú. ""Dôvodom je relatívne malé množstvo financií na stavbu lodenice a existujúci plynovod so svojím širokým ochranným pásmom zasahujúcim do priestoru budovy starej lodenice, čo vyvoláva ďalšie následné investície,"" uviedol prednosta karloveského miestneho úradu. Poslanci tiež odsúhlasili, aby zázemie v lodenici získali nielen terajší vodáci, ale mala by byť prístupná aj širšej športovej verejnosti.","http://bratislava.sme.sk/c/6104425/karloveski-poslanci-su-za-trojpodlaznu-lodenicu-z-betonu.html","19.10.2011",,,"Karlova Ves","Správy"
"Bazén na Majerníkovej otvoria pre verejnosť v sobotu","Jednorazový hodinový vstup bude stáť 2,5 eura. Deti, seniori a hendikepovaní budú platiť jedno euro. Bratislavská mestská časť Karlova Ves otvorí pre verejnosť bazén na Základnej škole Alexandra Dubčeka v sobotu 15. októbra. Bazén na Dlhých dieloch bude pre obyvateľov otvorený od 12:30 do 20:00, v prvý deň nebudú vyberať vstupné. Doteraz bazén na Majerníkovej ulici využívali len školy a športové subjekty. Ako informoval prednosta karloveského miestneho úradu Rastislav Velček, druhýkrát bazén ľuďom sprístupnia zas o týždeň v sobotu. Po otvorení 15. októbra uvidia, ako bude fungovať jeho prevádzka. Na mieste zverejnia aj oznam o ďalších hodinách, v ktorých budú môcť obyvatelia bazén využívať. Ľuďom chcú plaváreň sprístupniť vo večerných hodinách aj cez víkendy. Cenu vstupného schválili poslanci miestneho zastupiteľstva. Jednorazový hodinový vstup bude stáť 2,5 eura. Deti, seniori nad 62 rokov a zdravotne znevýhodnení občania budú platiť znížené vstupné jedno euro.","http://bratislava.sme.sk/c/6095737/bazen-na-majernikovej-otvoria-pre-verejnost-v-sobotu.html","13.10.2011",,,"Karlova Ves","Správy"
"Na chránenú lúku chce dať J&T Real Estate penzistov ","Proti výstavbe na chránenej lúke bojuje viac než 18-tisíc Bratislavčanov. Developer zmenil bytovku na dom dôchodcov. Petíciu proti výstavbe na Veľkej lúke nad karloveskými Dlhými dielmi v Bratislave podpísalo 18 760 obyvateľov. Obávajú sa zastavania lokality, ktorá je súčasťou Chránenej krajinnej oblasti Malé Karpaty a obklopuje ju les. Ide o najväčší protest za záchranu prírody v hlavnom meste. Dnes ju odovzdali primátorovi Milan Ftáčnik (nezávislý s podporou Smeru). Ten v máji tohto roku vydal k zámeru postaviť tu obytný komplex negatívne stanovisko. Developer, firma J&T Real Estate, však zmenila plány a namiesto bytov, dnes hovorí o penzióne pre dôchodcov. Katarína Krajňáková, hovorkyňa J&T Real Estate, tvrdí, že lúka bude aj naďalej slúžiť športu a rekreácii. Developer sa bráni tým, že zatiaľ sa nedá povedať ako bude Kráľova hora vyzerať. „Veľkú časť územia však budú môcť naďalej, bez akýchkoľvek obmedzení využívať obyvatelia.“ Krajňáková však hovorí, že na Kráľovej hore chcú vystavať penzión pre seniorov. „Zariadenia podobného typu v tak atraktívnom prostredí v Bratislave nie sú a sme presvedčení o tom, že naši dôchodcovia si zaslúžia peknú a dôstojnú jeseň života.“ Developer zmenil zámer po tom, čo mesto vydalo k zámeru vystavať v tejto lokalite obytný komplex, negatívne stanovisko. Hovorca magistrátu Michal Stuška v máji tohto roku povedal, že územný plán povoľuje občiansku vybavenosť a nie bytovky. Zmena územného plánu Dnes o občianskej vybavenosti hovorí už aj developer. „Už v čase, keď investor pozemky nadobudol, hovoril územný plán, že Kráľova hora je určená na občiansku vybavenosť,“ vraví Krajňáková. Karloveskí poslanci, rovnako ako petičníci však presadzujú zmenu územného plánu. Poverili starostku Karlovej Vsi Ivetu Hanulíkovú (Smer), aby predložila mestu návrh na zmenu funkcie na Kráľovej hore z občianskej vybavenosti na rekreáciu v prírode. Chcú tak zabrániť výstavbe. Ftáčnik povedal, že zmena územného plánu môže trvať aj niekoľko rokov. „Nie je to jednoduché, pozemky sú súkromné a ak aj bude v územnom pláne rekreácia, vlastník si ich môže napríklad oplotiť.“ „Snaha karloveských poslancov o zmenu územného plánu nás prekvapuje a ich kroky považujeme za zásah do súkromného vlastníctva investora a jeho znehodnocovanie,“ dodala Krajňáková. Primátor chce predložiť mohutnú petíciu na rokovanie mestského zastupiteľstva. „Chcem to urobiť v októbri alebo novembri, musíme spracovať materiál,"" povedal Ftáčnik.","http://bratislava.sme.sk/c/6074997/na-chranenu-luku-chce-dat-jt-real-estate-penzistov.html","28.9.2011",,,"Karlova Ves","Správy"
"Bazén na Dlhých dieloch chcú pre verejnosť od októbra","Jednorazový hodinový vstup pre obyvateľov bude stáť 2,5 eura. Deti, seniori nad 62 rokov a zdravotne znevýhodnení občania budú platiť znížené vstupné jedno euro. Plaváreň na Dlhých dieloch v bratislavskej mestskej časti Karlova Ves by chceli pre verejnosť otvoriť 1. októbra. Agentúru SITA o tom informovala starostka mestskej časti Iveta Hanulíková. „Nechali sme preveriť stav strechy statikom. Nedostatky, ktoré by bránili otvoreniu bazéna pre verejnosť, nenašiel,“ povedala karloveská starostka. Ak sa nevyskytnú žiadne technické prekážky, obyvatelia si v bazéne budú môcť zaplávať už začiatkom októbra. Doteraz bazén na Základnej škole Alexandra Dubčeka slúžil len žiakom. Obyvatelia by ho spočiatku mali využívať v podvečerných hodinách. Karloveská starostka dodala, že otváracie hodiny by chceli po čase prispôsobiť požiadavkám občanov. Ak bude záujem a bude to možné, starostka by rada bazén obyvateľom sprístupnila aj v ranných hodinách. Dopoludnia budú bazén využívať karloveské školy, popoludní krúžky. Jednorazový hodinový vstup pre obyvateľov bude stáť 2,5 eura. Deti, seniori nad 62 rokov a zdravotne znevýhodnení občania budú platiť znížené vstupné jedno euro.","http://bratislava.sme.sk/c/6071238/bazen-na-dlhych-dieloch-chcu-pre-verejnost-od-oktobra.html","26.9.2011",,,"Karlova Ves","Správy"
"Karlovešťania budú na Deň Dlhých dielov športovať","Futbal, vybíjanú aj streetbasketbal si budú môcť zahrať návštevníci v sobotu 17. septembra v areáli ZŠ Majerníkova. Športom oslávi bratislavská mestská časť Karlova Ves Deň Dlhých dielov. Futbal, vybíjanú aj streetbasketbal si budú môcť zahrať návštevníci v sobotu 17. septembra v športovom areáli Základnej školy Majerníkova. Športovať sa začne o 11:00. Poobede pripravili pre obyvateľov kultúrny program, deti si budú môcť vyskúšať rôzne zábavné disciplíny. Súčasťou podujatia je aj šermiarska šou o 19:00. Informáciu o tom zverejnila mestská časť Karlova Ves na svojej oficiálnej internetovej stránke.","http://bratislava.sme.sk/c/6056638/karlovestania-budu-na-den-dlhych-dielov-sportovat.html","15.9.2011",,,"Karlova Ves","Správy"
"Návrh na zmenu funkcie Kráľovej hory predložia mestu","Karloveskí poslanci poverili starostku, aby predložila mestu návrh na zmenu funkcie na Kráľovej hore z občianskej vybavenosti na rekreáciu v prírode a zabránili tým možnej výstavbe. Karloveskí poslanci dnes urobili ďalší krok k tomu, aby zachránili lokalitu Kráľova hora pred výstavbou. Poslanci chcú v lokalite Kráľova hora funkciu „rekreácia v prírodnom prostredí“. V súčasnosti územný plán mesta určuje pre túto lokalitu funkciu „občianska vybavenosť celomestského a nadmestského významu“. Zmenou územného plánu chcú zabrániť developerovi - J&T Real Estate, aby na lúke v lese nad Dlhými Dielmi začal stavať. Poslanci preto na dnešnom zasadnutí miestneho zastupiteľstva poverili starostku Karlovej Vsi Ivetu Hanulíkovú, aby návrh na zmenu územného plánu predložila hlavnému mestu do 30. septembra. Funkčné využitie občianskej vybavenosti celomestského a nadmestského významu umožňuje v lokalite umiestniť napríklad obchodné centrá, hypermarkety, ubytovacie zariadenia cestovného ruchu, malé hotely ale aj penzióny. Prípustné sú aj služobné byty a maloobchodné zariadenia, prípustné v obmedzenom rozsahu sú aj bytové domy. Funkcia rekreácia v prírodnom prostredí znamená, že má byť v území predovšetkým zeleň, vodné plochy, vybavenosť pre rekreáciu, teda napríklad náučné chodníky. Prípustné sú aj cyklistické a jazdecké trasy. Táto funkcia v území nedovoľuje rodinné domy, bytové domy, obchodné domy a centrá, supermarkety ani penzióny. Kráľova hora patrí do katastra bratislavskej mestskej časti Devín. Na rekreáciu využívajú najmä obyvatelia Karlovej Vsi, preto sa karloveskí poslanci téme venujú. K budúcnosti Kráľovej hory sa v júni tohto roku konalo aj verejné zhromaždenie. Občania Karlovej Vsi na ňom vyjadrili názor, že lúku v lese nad Dlhými Dielmi chcú bez zástavby.","http://bratislava.sme.sk/c/6054231/navrh-na-zmenu-funkcie-kralovej-hory-predlozia-mestu.html","13.9.2011",,,"Karlova Ves","Správy"
"Lodenica v zátoke bude mať dva objekty","Lodenica pri Karloveskom ramene má schválenú architektonickú štúdiu. Lodenica pri Karloveskom ramene má schválenú architektonickú štúdiu. Karloveskí poslanci dnes na zasadnutí miestneho zastupiteľstva odsúhlasili, že novú lodenicu by mali vybudovať podľa variantu B, ktorý počíta s dvomi objektmi – hangárom a hlavným objektom lodenice. Dvojobjektovú stavbu uprednostnili vodáci Klubu vodných športov Karlova Ves, ktorí sú podnájomníkmi areálu lodenice. Karloveskí poslanci dnes zároveň schválili, že dva objekty lodenice vybudujú v dvoch etapách. V prvej, ktorá nemá presiahnuť sumu 100-tisíc eur, postavia hangár, kde uskladnia lode. V druhej etape by sa mal vybudovať samotný objekt lodenice so šatňami aj sociálnymi zariadeniami. Podľa rozhodnutia zastupiteľstva ešte z apríla suma za celú novú lodenicu by nemala presiahnuť 536-tisíc eur. Lodenica sa nachádza v záplavovom území a po opakovaných záplavách je v dezolátnom stave. Mestská časť Karlova Ves chce preto postaviť novú lodenicu. Tá by mala stáť na zvýšenom pozemku, čím by sa následky záplav eliminovali.","http://bratislava.sme.sk/c/6054307/lodenica-v-zatoke-bude-mat-dva-objekty.html","13.9.2011",,,"Karlova Ves","Správy"
"Karlovešťania môžu upozorniť na neporiadok","Mestská časť zriadila funkciu inšpektora verejného poriadku. Obyvatelia Karlovej Vsi môžu upozorniť na neporiadok vo svojej mestskej časti. „Zriadili sme funkciu inšpektora verejného poriadku, ktorý je na miestnom úrade určený, aby prijímal podnety od občanov ohľadom neporiadku v Karlovej Vsi a zabezpečoval ich riešenie,“informoval prednosta karloveského miestneho úradu Rastislav Velček. Na základe podnetu od obyvateľov Karlovej Vsi vyčistili napríklad parkovisko na Starých Gruntoch. Ako dodal prednosta Velček, najviac znečistené bývajú v Karlovej Vsi ulice Hlaváčikova - Veternicová, Ľ. Fullu, Jána Stanislava, Pribišova, Hudecova, Staré grunty, Botanická, Jurigovo námestie, okolie Karloveského centra kultúry a fontány na Molecovej, ulica Fadruszova, Dlhé diely I. a Karloveská ulica. Na znečistené verejné priestranstvá možno upozorniť na telefónnom čísle 02/60259165 alebo na e-mailovej adrese daniel.brna@karlovaves.sk","http://bratislava.sme.sk/c/6039965/karlovestania-mozu-upozornit-na-neporiadok.html","3.9.2011",,,"Karlova Ves","Správy"
"Našli mŕtvu ženu","Súdny lekár predbežne nevylúčil cudzie zavinenie. Mŕtvu 54-ročnú ženu našli dnes policajti v Karlovej Vsi. Lekár jej zabitie nevylúčil. ""Dnes krátko popoludní sme prijali oznámenie na linku 158, že na Svrčej ulici v Bratislave sa na dvore jedného z rodinných domov nachádza osoba ženského pohlavia, ktorá nejaví známky života,"" opísal hovorca bratislavskej krajskej polície František Peczár. Policajti po príchode na miesto zistili totožnosť nebohej osoby, pochádzala z Bratislavy. ""Nakoľko sa predmetné oznámenie zakladalo na pravde, bol na miesto privolaný súdny lekár. Ten predbežne nevylúčil cudzie zavinenie,"" dodal Peczár. Vyšetrovateľ v tomto prípade podľa neho začal trestné stíhanie vo veci trestného činu zabitia. V súčasnosti sa na mieste vykonávané neodkladné a neopakovateľné úkony, preto nie je možné poskytnúť bližšie informácie, uzavrel.","http://bratislava.sme.sk/c/6027018/nasli-mrtvu-zenu.html","23.8.2011",,,"Karlova Ves","Správy"
"Karlovešťania chcú linku 133 obnoviť, 139 chcú zachovať","Autobusová linka číslo 133 je od 1. augusta zrušená, premávanie autobusu číslo 139 Dopravný podnik Bratislava,a.s. navrhuje zrušiť. Karlovešťania spustili petíciu za záchranu autobusových liniek číslo 133 a 139. Žiadajú v nej generálneho riaditeľa Dopravného podniku Bratislava, a.s., primátora hlavného mesta Milana Ftáčnika aj mestských poslancov o znovuobnovenie a zachovanie autobusových liniek číslo 133 a 139. Linka č. 133 je od 1. augusta zrušená, premávanie autobusu č. 139 dopravný podnik navrhuje zrušiť. Petíciu zverejnili na internetovej stránke bratislavskej mestskej časti Karlova Ves. Obyvatelia ju môžu podporiť na karloveskom miestnom úrade na Námestí sv. Františka 8, stiahnuť si ju môžu aj na internetovej stránke www.karlovaves.sk. Petičné hárky môžu na miestnom úrade odovzdať do 22. augusta do 15:00. V petícii sa uvádza, že rozhodnutie o zrušení liniek možno považovať za ""veľmi nešťastné, ktoré výrazným spôsobom zasiahlo do života obyvateľov mestskej časti"". Jediné priame spojenie s centrom Podľa petície bola linka jediná, ktorá na Dlhých Dieloch, kde žije viac ako 20-tisíc obyvateľov, zabezpečovala priame spojenie obyvateľov tejto časti s centrom mesta a ktorá bola aj jednou z najviac vyťažených autobusových liniek. ""Preto vydané rozhodnutie o zrušení uvedenej autobusovej linky č. 133 je nutné považovať len za subjektívne rozhodnutie osoby, vydané bez akéhokoľvek reálneho podkladu, ako aj osoby neznalej situácie v tejto mestskej časti,"" uvádza sa v petícii. Odrezaní Autobus číslo 139 zabezpečuje dopravu na trase Molecova - Staré Grunty - Mlynská dolina a späť. ""V prípade, že by tento spoj zrušili, deti, dôchodcovia a ľudia bez auta sa nebudú môcť dostať z tejto lokality do škôl, práce, nákupných stredísk, na polikliniku či do rôznych inštitúcií v Karlovej Vsi a budú takpovediac „odrezaní od sveta“,"" píše sa v petícii. Ako pre agentúru SITA uviedol prednosta karloveského miestneho úradu Rastislav Velček, linky sú pre prepravu občanov veľmi dôležité a ich zrušenie spôsobí obyvateľom nemalé problémy. DPB: Ešte rokujeme Hovorkyňa Dopravného podniku Bratislava, a.s. Agáta Staneková informovala, že o návrhoch na redukciu spojov MHD sa ešte rokuje. ""Dopravný podnik Bratislava však víta návrhy odborníkov i verejnosti, keďže je v záujme spoločnosti, aby sa opatrenia cestujúcich dotkli čo najmenej,"" uviedla Staneková. Spoločnosť navrhuje zredukovať do konca najazdené kilometre, a to o 1,5 milióna, čo predstavuje 10-percentnú úsporu z celkového množstva plánovaných vozokilometrov. Predložené návrhy podľa hovorkyne dopravného podniku vychádzali z prieskumov vyťaženosti a dopravnej obslužnosti lokalít, ktorých sa týkajú. Staneková dodala, že od roku 2007 vzniklo na území Bratislavy 16 nových liniek, pričom päť z nich práve v Karlovej Vsi. Okrem linky 133 išlo o linky číslo 35, 36, 135 a 139. ""Z pohľadu kilometrických výkonov do Karlovej Vsi smeroval až 20-percentný nárast,"" uviedla Staneková. Dopravný podnik Bratislava v súvislosti s úspornými opatreniami, ktoré sa začali nástupom nového manažmentu predložil magistrátu hlavného mesta Opatrenia na redukciu výkonov MHD v Bratislave. Dopravný podnik navrhuje zrušiť 13 liniek, a to 7, 17, 27, 35, 38, 44, 51, 58, 89, 133, 139, 147, 151, a zmeniť interval u desiatich liniek - 21, 30, 37, 50, 53, 63, 66, 67, 68, 99. Navrhovaná úprava by sa tak priamo dotkla 31 liniek zo 114.","http://bratislava.sme.sk/c/6019063/karlovestania-chcu-linku-133-obnovit-139-chcu-zachovat.html","17.8.2011",,,"Karlova Ves","Správy"
"Autá na Dlhých dieloch zhoreli do tla","Oheň sa z auta rozšírili na druhé, poškodil aj obchod a obloženie domu. Na bratislavských Dlhých dieloch dnes skoro ráno horeli autá. Bratislavská policajná hovorkyňa Tatiana Kurucová povedala, že požiar na Matejkovej ulici pravdepodobne založili úmyselne. „S najväčšou pravdepodobnosťou polial páchateľ doposiaľ neznámou horľavinou vozidlo značky Porsche Boxter, v dôsledku čoho chytil Volkswagen Golf, taktiež začalo horieť plastové obloženia na schodišti bytového domu,“ vraví Kurucová. Sálajúce teplo poškodilo i sklenú výplň jednej z tunajších predajní. Požiar lokalizovali hasiči, nikto sa nezranil, obe autá však zhoreli do tla. Škody polícia vyčíslila na 35-tisíc eur.„Polícia príčiny ako i ďalšie okolnosti požiaru vyšetruje, v tejto súvislosti sme začali trestné stíhanie vo veci prečinu poškodzovania cudzej veci,“ vraví Kurucová. „Po páchateľovi naďalej intenzívne pátrame.“","http://bratislava.sme.sk/c/6014793/auta-na-dlhych-dieloch-zhoreli-do-tla.html","13.8.2011",,,"Karlova Ves","Správy"
"Bazén na Dlhých dieloch by mal slúžiť verejnosti","Jednorazový hodinový vstup bude stáť 2,5 eura. Deti, seniori nad 62 rokov a zdravotne znevýhodnení občania budú platiť znížené vstupné jedno euro. Plaváreň na Dlhých Dieloch chce bratislavská mestská časť Karlova Ves sprístupniť pre verejnosť už na jeseň. Doteraz bazén na Základnej škole Alexandra Dubčeka slúžil len žiakom, informovala starostka Karlovej Vsi Iveta Hanulíková. Pre verejnosť by ho chceli otvoriť asi v polovici septembra, obyvatelia by ho spočiatku mali využívať v podvečerných hodinách. Dopoludnia budú bazén využívať karloveské školy, popoludní krúžky. ""Keď skončia krúžky, je možné ho sprístupniť verejnosti. Predpokladám, že by to mohlo byť od tej 19:00 alebo 20:00,"" povedala Hanulíková s tým, že momentálne sa tvorí rozvrh krúžkov, ktoré budú bazén počas roka využívať. Karloveská starostka dodala, že otváracie hodiny by chceli po čase prispôsobiť požiadavkám občanov. ""Pokiaľ bude záujem, radi by sme v druhej fáze otvorili bazén aj v skorých ranných hodinách, povedzme už od 6:00, teda v čase pred prácou,"" dodala Hanulíková. Cenu vstupného schválili poslanci miestneho zastupiteľstva. Jednorazový hodinový vstup bude stáť 2,5 eura. Deti, seniori nad 62 rokov a zdravotne znevýhodnení občania budú platiť znížené vstupné jedno euro. Ešte pred otvorením plavárne pre verejnosť musí mestská časť zabezpečiť splnenie všetkých kritérií hygieny, čistiacej techniky aj nových zariadení plavárne. Na prevádzku plavárne Karlova Ves každoročne žiada štát o čiastočné vykrytie nákladov. ""Finančné prostriedky, ktoré nezískame od štátu, každoročne vykrývame z rozpočtu Karlovej Vsi,"" povedala Hanulíková.","http://bratislava.sme.sk/c/6009074/bazen-na-dlhych-dieloch-by-mal-sluzit-verejnosti.html","9.8.2011",,,"Karlova Ves","Správy"
"V Karlovej Vsi tento rok vybudujú 110 parkovacích miest","Výstavbu parkovacích miest zabezpečuje karloveský miestny úrad, financujú ju budúci užívatelia týchto miest. Bratislavská mestská časť Karlova Ves vybuduje v priebehu roka 2011 celkovo približne 110 parkovacích miest. Na budúci rok ich plánujú vybudovať asi 100, informoval pracovník referátu dopravy a cestného hospodárstva karloveského miestneho úradu Vladimír Machnáč. Výstavbu parkovacích miest zabezpečuje karloveský miestny úrad, financujú ju budúci užívatelia týchto miest. Takéto parkovacie miesta už pribudli na ulici Majerníkova, Karloveská, Levárska, Fadruszova, Silvánska, Púpavova, Sekulská, Veternicova, Nad Lúčkami, Lackova, Jána Stanislava, Beniakova aj na ulici Ľudovíta Fullu. Nové parkovacie miesta pribudnú ešte na uliciach Jamnického, Adámiho, Majerníkovej a Karloveskej. Uvažuje sa aj o ich vybudovaní na ulici Ferdiša Kostku, Baníkova, Janotova a v Líščom údolí.","http://bratislava.sme.sk/c/6006570/v-karlovej-vsi-tento-rok-vybuduju-110-parkovacich-miest.html","7.8.2011",,,"Karlova Ves","Správy"
"Kontajnery na šaty sú už aj v Karlovej Vsi","Vyzbierané odevy a topánky budú použité na podporu projektov, ktoré pomáhajú ľuďom tretieho sveta. Karlova Ves sa môže zapojiť do zberu použitých odevov, domácich textílií, topánok a doplnkov pre organizáciu Humana People to People. V mestskej časti pribudli zberné kontajnery, ktoré sú zabezpečené proti vniknutiu zvonku. Zberné nádoby sú umiestnené na Sekulskej ulici, na chodníku oproti garážam na ulici Nad Lúčkami, oproti miestnemu úradu, pri Karloveskom centre kultúry, na križovatke ulíc Baníkova - Adámiho, Janotova - Molecova, na nadchode Nad Lúčkami alebo na Segnerovej ulici. Na Dlhých dieloch sú na Pribišovej, na Beniakovej, Veternicovej, Matejkovej a vo vnútrobloku na Meličkovej ulici. Všetko vyzbierané oblečenie či topánky budú použité na podporu projektov, ktoré pomáhajú ľuďom tretieho sveta v Afrike, Južnej Amerike, Indii a Číne. Informáciu o tom zverejnila Karlova Ves na svojej oficiálnej internetovej stránke. Oblečenie môžu obyvatelia vhodiť do kontajnerov zabalené v igelitových taškách alebo vreciach.","http://bratislava.sme.sk/c/5998652/kontajnery-na-saty-su-uz-aj-v-karlovej-vsi.html","31.7.2011",,,"Karlova Ves","Správy"
"Vypísali verejnú súťaž na výmenu okien na Tilgnerova","Ide o dodávku a montáž plastových okien vrátane príslušných komponentov v budove školy. Na Spojenej škole Tilgnerova v bratislavskej mestskej časti Karlova Ves chcú vymeniť okná, pôjde už o tretiu fázu ich výmeny. Mestská časť preto vyhlásila na výber dodávateľa verejnú súťaž. Ide o dodávku a montáž plastových okien vrátane príslušných komponentov v budove školy. Informáciu o tom zverejnila mestská časť na svojej oficiálnej internetovej stránke. Ponuky je potrebné doručiť písomne na adresu Mestská časť Bratislava – Karlova Ves, Námestie sv. Františka č. 8, 842 62 Bratislava. Lehota na predkladanie ponúk uplynie 16. augusta o 15:00. Kritériom na hodnotenie ponúk je najnižšia cena, víťaznú ponuku vyberú v e-aukcii. Obálky s ponukami otvoria 17. augusta o 10:00.","http://bratislava.sme.sk/c/5990134/vypisali-verejnu-sutaz-na-vymenu-okien-na-tilgnerova.html","24.7.2011",,,"Karlova Ves","Správy"
"Lupič prepadol pobočku banky na Dlhých dieloch","Tridsaťročný ozbrojený muž si odniesol v igelitke 15 tisíc eur. Policajti pátrajú po páchateľovi dnešného lúpežného prepadnutia v pobočke VÚB banky na ul. Ľudovíta Fullu v Bratislave. Krátko pred 9:15 vošiel do pobočky banky ozbrojený maskovaný muž, strednej postavy. Muž oblečený v bledných rifliach a sivej mikine, ozbrojený krátkou guľovou zbraňou, žiadal vydať peniaze. Pracovníčka banky mu vydala 15-tisíc eur. Peniaze si páchateľ odniesol v igelitovej taške. Okrem pracovníkov pobočky banky sa v jej priestoroch v inkriminovanom čase nachádzal jeden klient, nikto z prítomných sa nezranil. Páchateľ ušiel. Muž je vysoký asi 175 centimetrov. Maskoval sa kapucňou, bielou šiltovkou, čiernymi okuliarmi a bielou šatkou si prekrýval nos a ústa. Na rukách mal chirurgické rukavice. Pobočku prepadli v tomto roku druhý raz. 15. apríla si lupič maskovaný kapucňou, slnečnými okuliarmi a novinami, odniesol 17-tisíc eur. Páchateľ bol vtedy tiež vyzbrojený krátkou guľovou zbraňou.","http://bratislava.sme.sk/c/5969774/lupic-prepadol-pobocku-banky-na-dlhych-dieloch.html","8.7.2011",,,"Karlova Ves","Správy"
